Customer ID,Name,Age,Gender,City,State,Income Level (INR),Tenure (Months),Number of Activations,Number of Reactivations,Number of Cancels,Number of Products Owned,Types of Products,Average Monthly Spending (INR),Emails Sent,Calls Made,Returns,App Usage Frequency (per week),Product Events (per day),Attrition Risk
187440,Riya Sahota,28,Female,Gaya,Haryana,176354,4,4,0,1,6,Cameras,3013.7,9,9,0,27,3,Yes
979744,Pranit Ramachandran,25,Female,Imphal,Sikkim,141608,105,2,2,1,10,"Doorbells, Cameras, Alarms",1713.57,22,15,4,9,24,No
676496,Jalsa Banik,34,Other,Ahmedabad,Jharkhand,23239,78,5,0,2,3,"Locks, Sensors, Cameras",4985.45,4,12,1,23,18,No
830738,Garima Bera,25,Female,Kota,Haryana,99237,99,0,2,2,9,Cameras,1670.87,6,3,2,14,44,No
992970,Pahal Srinivasan,71,Other,Etawah,Tripura,60670,59,1,3,2,9,"Cameras, Sensors",4950.41,35,14,0,2,23,Yes
511392,Ekantika Narang,24,Other,Satna,Tripura,113607,23,5,1,0,1,"Alarms, Doorbells, Locks",3191.52,45,7,4,16,36,Yes
988927,Arya Dani,65,Male,Surendranagar Dudhrej,Himachal Pradesh,86786,73,1,1,1,2,"Alarms, Sensors",4183.99,10,9,2,22,46,No
414867,Avi Raman,24,Other,Bongaigaon,Odisha,88145,105,3,3,1,6,Cameras,3676.2,38,16,1,16,9,No
217642,Frado Sarna,72,Male,Tirupati,Meghalaya,114042,35,0,1,2,6,"Doorbells, Alarms, Cameras",4323.09,35,16,4,44,26,Yes
562948,Bhavika Rai,64,Other,Gwalior,Sikkim,164527,94,3,2,0,8,"Sensors, Doorbells, Locks",2954.36,26,4,3,43,78,No
663967,Kamya Bhardwaj,24,Other,New Delhi,Himachal Pradesh,40607,85,2,0,1,9,"Doorbells, Cameras",3283.88,2,2,1,9,51,No
355809,Parth Pall,74,Male,Satara,Kerala,52438,101,4,2,1,9,"Sensors, Doorbells, Cameras",3563.75,8,5,0,27,87,No
937182,Benjamin Amble,45,Female,Jaunpur,Haryana,117039,88,4,1,0,10,Cameras,2125.38,23,7,3,0,6,No
465028,Fiyaz Bhatt,49,Female,Jaunpur,Arunachal Pradesh,153867,27,4,1,0,1,"Sensors, Locks",2143.65,44,0,0,45,37,Yes
352773,Chameli Sane,73,Male,Gorakhpur,Goa,119499,106,0,1,0,6,"Cameras, Doorbells",3566.61,40,7,5,34,68,No
210056,Gagan Parmar,39,Female,Korba,Punjab,124129,115,2,1,0,5,Sensors,1198.19,36,2,2,27,52,No
311813,Pushti Purohit,28,Other,Kalyan-Dombivli,Tamil Nadu,168784,84,3,1,2,3,"Locks, Alarms, Sensors",2831.66,16,0,2,29,80,No
848091,Liam Sharma,65,Other,Anand,Kerala,97743,101,0,3,1,3,"Cameras, Sensors, Locks",2314.47,43,12,0,48,12,No
699465,Yutika Kothari,49,Other,Vijayawada,Karnataka,57289,98,2,0,1,2,"Cameras, Doorbells",1511.23,9,11,1,37,15,No
955354,Vinaya Narula,60,Female,Yamunanagar,Tamil Nadu,140014,90,3,0,2,7,Locks,1082.56,33,6,0,5,30,No
775845,Isaac Dara,73,Female,Sasaram,Telangana,20154,55,4,2,2,4,"Locks, Cameras",3864.48,2,12,1,20,16,No
498488,Viraj Bhakta,41,Other,Ratlam,Mizoram,62520,108,2,2,0,10,"Sensors, Alarms, Doorbells",1439.85,33,16,5,9,86,No
932889,Aarna Mittal,39,Other,Barasat,Jharkhand,83820,83,4,2,2,3,"Locks, Sensors, Cameras",3724.14,39,6,0,39,39,No
727048,Radha Patla,61,Female,Katihar,Himachal Pradesh,84646,110,5,2,0,2,"Sensors, Alarms, Doorbells",4006.33,48,0,2,14,15,No
359287,Anika Kara,69,Female,Kharagpur,Haryana,37655,87,1,2,2,5,"Locks, Doorbells, Sensors",989.53,12,20,1,46,63,No
565199,Ekanta Rajagopal,58,Other,Indore,Uttarakhand,107523,83,5,2,1,10,"Sensors, Locks, Doorbells",3836.04,31,5,4,1,56,No
773775,Reyansh Basu,46,Male,Varanasi,Karnataka,31522,43,3,0,2,1,"Sensors, Doorbells, Locks",4669.85,45,20,2,32,98,Yes
131878,Garima Morar,56,Female,Patna,Maharashtra,51798,71,3,3,2,2,"Alarms, Doorbells, Cameras",3984.97,45,3,0,40,74,No
332346,Vincent Parmer,50,Female,Nangloi Jat,Punjab,162705,75,0,3,1,9,"Locks, Cameras, Sensors",1248.32,3,10,1,14,55,No
639453,Warinder Joshi,45,Female,Jalgaon,Maharashtra,133465,44,2,3,1,2,"Doorbells, Locks, Sensors",782.1,10,9,2,41,64,No
687436,Peter Shan,30,Other,Davanagere,Odisha,53828,74,4,0,1,7,Alarms,4012.34,45,15,0,0,51,No
928922,Falguni Mani,24,Female,Sangli-Miraj & Kupwad,Nagaland,155968,41,3,1,0,6,Alarms,2830.8,7,12,1,5,18,Yes
130259,Anamika Sangha,62,Male,Kadapa,Gujarat,72782,45,1,1,2,3,Sensors,3026.45,41,17,1,18,56,Yes
487814,Samaksh Bir,38,Female,Erode,Madhya Pradesh,42417,83,1,0,0,2,Sensors,2264.5,21,20,5,48,7,No
382678,Samesh Agate,61,Male,Sambhal,Himachal Pradesh,99947,109,0,1,2,10,Doorbells,982.72,28,4,5,15,79,No
957059,Mugdha Kulkarni,64,Other,Guna,Sikkim,56241,51,1,3,0,7,"Doorbells, Alarms",1103.9,44,8,1,29,41,No
999287,Sanya Virk,42,Male,Dharmavaram,Odisha,154713,68,1,3,0,8,"Sensors, Alarms",3555.73,14,17,5,36,100,No
575525,Utkarsh Shukla,52,Male,Ujjain,Punjab,96763,81,2,3,2,10,Cameras,2100.03,33,11,5,11,30,No
855219,Maya Ramakrishnan,52,Female,Thanjavur,Jharkhand,122453,8,0,0,0,8,Sensors,4504.31,9,11,3,28,46,Yes
784722,Radha Sood,30,Male,Panipat,Rajasthan,41781,72,1,2,2,9,"Cameras, Locks",3882.86,6,13,4,0,42,No
638920,Tanveer Brar,32,Male,Chittoor,Uttarakhand,53474,85,3,2,0,5,"Cameras, Locks",3600.69,37,0,0,5,10,No
474470,Urvi Puri,69,Other,Bhusawal,Sikkim,147543,21,0,2,1,5,Locks,3149.84,35,7,5,16,29,Yes
334768,Kabir Bail,68,Female,Vasai-Virar,Kerala,78314,97,2,2,0,7,Sensors,4310.42,18,14,4,22,51,No
468470,Chatura Patla,35,Other,Darbhanga,Meghalaya,190666,24,0,3,0,1,"Cameras, Doorbells",2986.05,8,17,1,37,1,Yes
221827,Raksha Bali,52,Male,Bhiwani,Mizoram,111823,4,1,2,2,7,"Alarms, Cameras, Doorbells",4941.94,29,9,2,34,74,Yes
387662,Yashodhara Aurora,52,Other,Navi Mumbai,Uttar Pradesh,177820,72,3,1,0,8,Cameras,4278.71,24,0,3,35,85,No
610098,Nimrat Parikh,55,Female,Jhansi,Uttar Pradesh,178022,65,0,2,0,4,"Sensors, Cameras",3611.37,5,17,2,45,42,No
752426,Ethan Dhillon,38,Female,Jehanabad,Mizoram,165337,63,2,1,0,5,Alarms,3884.58,29,18,3,47,77,No
232510,Mohammed Mallick,62,Male,Mahbubnagar,Kerala,187924,27,0,1,0,7,"Cameras, Sensors",526.82,45,20,5,29,99,Yes
996701,Eshana Madan,55,Other,Raiganj,Madhya Pradesh,150094,5,3,0,0,5,"Alarms, Cameras, Locks",4897.39,42,2,5,21,56,Yes
125651,Devika Chad,47,Male,Hosur,Karnataka,168188,64,2,2,0,5,Alarms,3897.45,22,14,0,22,45,No
733951,Daksh Anne,41,Male,Coimbatore,Meghalaya,142124,62,0,0,0,9,"Sensors, Alarms, Doorbells",2835.53,47,0,1,9,61,Yes
253287,Xalak Roy,44,Other,Pallavaram,Jharkhand,49206,38,1,3,0,3,"Locks, Alarms",834.01,31,1,3,35,70,Yes
762488,Leela Sheth,49,Other,Panihati,Andhra Pradesh,100976,85,2,0,2,2,"Doorbells, Alarms, Sensors",4514.45,50,14,1,33,80,No
413041,Waida Krish,27,Male,Danapur,Jharkhand,87943,33,1,2,0,7,Alarms,4942.55,34,5,3,31,17,Yes
293613,Mahika Bath,29,Male,Varanasi,Chhattisgarh,127265,17,3,3,1,3,Cameras,4157.97,17,15,5,13,46,Yes
712204,Siya Palan,21,Other,Saharsa,Jharkhand,169184,120,2,1,1,7,"Cameras, Doorbells",4042.38,42,13,3,8,99,No
820046,Yashica Sant,47,Female,New Delhi,Telangana,52819,92,0,0,2,7,Locks,1366.59,11,13,2,8,100,No
857722,Gaurav Chopra,64,Female,Ajmer,Mizoram,162345,36,4,3,0,8,"Alarms, Locks, Sensors",4177.96,45,4,5,16,30,Yes
393135,Pranit Chanda,56,Other,Sambalpur,Odisha,68330,117,5,3,0,8,Doorbells,2871.74,32,10,5,4,7,No
394480,Xavier Garg,71,Other,Amaravati,Gujarat,25468,53,0,0,0,9,Cameras,3219.78,43,6,1,28,72,No
150948,Chandran Mutti,56,Other,Panchkula,Gujarat,172966,78,5,1,0,5,"Locks, Sensors",2408.17,41,1,3,28,21,No
335907,Zansi Brar,26,Female,Ramgarh,Maharashtra,99270,87,3,1,1,5,"Cameras, Doorbells",912.2,37,13,0,35,88,No
118412,Onkar Kumar,43,Other,Panihati,Meghalaya,43638,82,4,2,0,10,Cameras,3476.25,25,19,1,26,31,No
804699,Yachana Bakshi,54,Other,Bidhannagar,West Bengal,179288,88,3,0,0,5,"Alarms, Sensors, Locks",4872.43,18,6,5,34,44,No
293136,Jeremiah Balay,37,Male,Bareilly,Tripura,193724,73,3,0,0,1,Alarms,4381.31,24,16,5,2,68,No
257720,Bhavini Kumer,72,Female,Thiruvananthapuram,Arunachal Pradesh,104839,21,0,0,1,6,"Alarms, Sensors, Doorbells",3457.08,24,3,0,6,3,Yes
396365,Manya Nadig,24,Male,Pimpri-Chinchwad,West Bengal,105232,38,3,0,0,2,"Locks, Cameras, Sensors",3374.44,49,12,3,21,3,Yes
794640,Anika Mall,36,Male,Jodhpur,Nagaland,159546,99,4,2,1,6,"Alarms, Sensors, Locks",1587.3,29,3,5,14,58,No
518941,Tamanna Patil,40,Other,Kolkata,Bihar,95176,58,5,1,1,5,Alarms,1491.35,36,13,0,40,31,No
115687,Divya Thaker,18,Other,Secunderabad,Uttarakhand,39947,49,1,2,2,9,"Sensors, Locks, Doorbells",544.08,32,1,2,2,90,Yes
349427,Hardik Sengupta,60,Female,Ramgarh,Haryana,54345,98,4,2,2,10,"Alarms, Doorbells",4617.85,18,9,0,21,8,No
901341,Omaja Bhatnagar,50,Other,Dhule,Madhya Pradesh,199177,34,3,0,2,6,Doorbells,4766.01,37,4,1,4,49,Yes
800501,Chaitaly Handa,67,Other,Haridwar,Gujarat,118740,41,4,2,2,4,Alarms,3694.76,47,19,0,22,37,Yes
868693,Radhika Sawhney,53,Other,Asansol,Andhra Pradesh,119756,16,0,3,2,3,Sensors,1758.19,41,4,4,29,81,Yes
186796,Pallavi Deshmukh,50,Male,Bahraich,Bihar,136018,72,4,1,2,10,"Doorbells, Locks",3472.52,18,1,4,11,35,No
306746,Yashawini Randhawa,55,Female,Korba,Jharkhand,35043,66,2,3,2,9,"Cameras, Alarms, Locks",3671.82,25,16,2,39,88,No
482279,Radha Behl,52,Male,Bangalore,Maharashtra,123633,61,5,3,0,1,"Alarms, Sensors",4330.53,25,14,4,22,12,No
526312,Oviya Apte,44,Female,Guna,Maharashtra,122916,100,5,2,1,2,"Locks, Cameras",1061.47,11,14,0,8,37,No
141912,Kevin Golla,31,Other,Kolkata,Punjab,121406,11,3,0,0,4,"Locks, Cameras, Alarms",2026.33,15,17,2,48,62,Yes
690411,Frado Mandal,39,Female,Panihati,Manipur,97538,103,4,1,2,7,"Doorbells, Cameras",2522.33,21,4,2,5,88,No
445459,Azad Singhal,49,Female,Motihari,Goa,83702,84,3,3,1,2,Cameras,947.06,19,15,5,30,3,No
663787,Dalaja Chokshi,30,Male,Nizamabad,Meghalaya,68776,101,1,2,1,5,"Sensors, Doorbells, Cameras",615.52,50,14,5,25,48,No
555254,Jalsa Modi,74,Other,Thrissur,Rajasthan,128826,114,4,1,2,4,"Sensors, Cameras",2565.72,44,5,1,23,80,No
775176,Ishanvi Sagar,62,Female,Arrah,Chhattisgarh,124525,14,4,1,0,4,"Locks, Sensors, Doorbells",1450.1,35,14,2,1,12,Yes
274376,Aradhana Bumb,63,Other,Madanapalle,West Bengal,175527,97,5,1,2,7,Alarms,2466.73,29,10,5,26,36,No
212312,Watika Deo,50,Female,Tinsukia,Andhra Pradesh,162183,99,2,3,1,8,"Sensors, Alarms, Locks",3106.8,33,0,2,38,11,No
838979,Laban Rai,20,Male,Begusarai,Tamil Nadu,111320,84,1,1,1,3,Locks,718.81,5,16,5,9,19,No
951408,Udyati Gandhi,25,Male,Khandwa,West Bengal,80860,63,4,3,0,1,"Cameras, Locks, Doorbells",1918.14,40,20,0,13,25,No
188285,Diya Kanda,62,Female,Jalgaon,Tripura,136412,78,3,1,2,6,"Cameras, Sensors",1658.44,37,20,0,26,42,No
616376,Kai Sama,27,Female,Kollam,Himachal Pradesh,66807,98,4,2,2,9,Locks,3433.35,34,11,4,4,89,No
441594,Keya Parmer,62,Other,Unnao,Mizoram,101922,106,5,2,1,8,"Doorbells, Sensors, Locks",3505.83,34,16,2,24,41,No
203964,Udyati Vala,46,Other,Adoni,Goa,152291,42,3,1,1,6,"Doorbells, Locks, Alarms",2665.16,46,20,1,10,22,Yes
693928,Raksha Sha,46,Female,Bhiwandi,Nagaland,33282,65,4,3,1,7,"Doorbells, Locks",2048.05,46,10,3,47,19,No
214626,Adweta Sunder,67,Other,Jamnagar,Maharashtra,20844,22,4,0,1,9,Alarms,1716.38,44,5,2,11,32,Yes
341093,Harish Bhargava,20,Other,Ramagundam,Nagaland,74136,15,1,0,2,6,"Doorbells, Locks",4385.81,17,5,3,45,5,Yes
307850,Amrita Vyas,71,Male,Tezpur,Gujarat,82624,86,1,2,1,5,"Sensors, Cameras, Alarms",4014.53,7,20,5,15,71,No
567482,Anusha Gupta,49,Other,Proddatur,Nagaland,82301,114,3,1,2,9,"Doorbells, Sensors",751.36,22,3,3,44,11,No
691726,Mitali Kulkarni,61,Female,Meerut,Kerala,181642,92,0,2,2,10,Locks,2241.6,10,15,5,4,26,No
100201,Xiti Dutta,25,Other,Dewas,Uttar Pradesh,193473,86,2,2,0,4,"Cameras, Doorbells, Sensors",3423.14,2,3,1,29,31,No
888303,Lakshit Kala,29,Male,New Delhi,Himachal Pradesh,104237,68,2,3,1,4,Cameras,832.38,29,7,1,21,44,No
961198,Ekiya Pingle,39,Other,Ajmer,Arunachal Pradesh,123396,49,5,1,2,3,"Locks, Doorbells, Sensors",871.7,44,20,4,50,37,No
171595,Bhavna Solanki,68,Male,Tiruchirappalli,Madhya Pradesh,34035,64,0,0,1,7,"Locks, Doorbells",4344.18,16,8,1,22,6,No
799542,Owen Krishna,74,Male,Bhopal,Goa,119562,64,2,2,2,9,Alarms,3076.89,3,6,2,7,19,No
838860,Yoshita Kala,39,Other,Ahmedabad,Uttarakhand,198078,26,0,0,2,1,"Alarms, Cameras",2931.72,32,5,0,13,8,Yes
204835,Arjun Warrior,72,Other,Junagadh,Odisha,63925,3,1,2,1,6,Doorbells,2852.18,8,11,1,5,28,Yes
146884,Vrishti Bains,75,Male,Medininagar,Kerala,47595,49,4,0,1,5,"Doorbells, Alarms, Locks",4323.09,35,2,1,6,84,Yes
435064,Simon Tandon,18,Male,Jalgaon,Karnataka,194818,80,5,3,0,9,"Locks, Sensors",2401.15,36,1,1,21,78,No
961087,George Kaur,65,Male,Dewas,Himachal Pradesh,91926,33,4,1,1,7,"Cameras, Sensors",3122.3,15,20,0,29,57,Yes
434647,Brinda Bhatt,59,Female,Thoothukudi,Tripura,193641,110,1,0,2,7,"Sensors, Doorbells",2469.43,37,4,1,27,58,No
483724,Oeshi Savant,73,Other,Aurangabad,Kerala,105145,119,2,1,0,8,"Locks, Sensors, Alarms",2276.03,35,5,4,27,56,No
357558,Varenya Naik,66,Other,Madurai,Goa,57631,75,0,2,0,6,"Doorbells, Sensors",2644.44,8,13,3,20,95,No
702281,Anamika Kumer,35,Female,Srinagar,Kerala,171031,105,1,0,0,2,Sensors,785.77,44,12,2,36,21,No
471592,Indrajit Ghosh,61,Male,Jodhpur,Madhya Pradesh,54103,22,1,2,0,8,"Sensors, Cameras",807.9,47,11,0,22,52,Yes
265763,Rishi Yadav,43,Other,Haridwar,Rajasthan,54916,112,0,3,0,4,"Locks, Doorbells, Cameras",558.15,13,13,5,49,82,No
116716,Tripti Divan,34,Female,Jamalpur,Andhra Pradesh,94924,99,2,3,0,4,"Cameras, Doorbells",3353.51,37,16,4,35,76,No
144724,Reyansh Basak,62,Male,Muzaffarpur,Bihar,29513,37,0,2,2,4,"Sensors, Alarms, Locks",3714.95,11,16,2,38,68,No
251087,Sudiksha Thakur,42,Other,Anantapuram,Rajasthan,53922,34,2,3,0,2,"Cameras, Sensors",1608.99,6,20,0,19,58,Yes
657135,Vincent Iyengar,65,Female,Vijayawada,Tamil Nadu,69914,35,2,0,0,2,"Doorbells, Sensors, Alarms",749.82,1,16,5,48,59,No
615588,Raagini Pradhan,61,Female,Rajahmundry,Karnataka,84712,64,3,0,1,9,"Alarms, Sensors",2975.1,10,18,4,41,41,No
528826,Oviya Raghavan,37,Female,Indore,Karnataka,112105,58,2,3,2,10,"Cameras, Sensors",4092.05,0,6,4,35,20,No
238283,Kashish Lalla,72,Male,Warangal,Maharashtra,91375,25,3,2,1,5,"Doorbells, Cameras",4599.7,43,2,1,43,44,Yes
737875,Ethan Basu,42,Other,Loni,Karnataka,144253,36,2,3,0,1,"Sensors, Doorbells",913.67,7,16,3,20,79,Yes
217858,Zaid Pal,52,Male,Mirzapur,Rajasthan,39870,58,1,0,0,4,Alarms,3857.92,31,17,1,32,58,No
873805,Amol Ram,26,Male,Navi Mumbai,Punjab,77686,33,2,0,0,3,"Alarms, Cameras, Locks",1131.11,14,15,1,33,4,Yes
859633,Radhika Ramaswamy,37,Female,Amritsar,Assam,142573,80,5,2,2,2,Locks,4168.85,10,5,0,13,17,No
324376,Falguni Tiwari,30,Male,Bhind,Haryana,71520,65,4,0,0,6,"Locks, Cameras, Sensors",2897.78,49,4,0,33,63,No
661570,Inaya Basu,37,Female,Latur,Meghalaya,35354,92,5,0,1,7,Sensors,576.1,27,12,5,14,84,No
578008,Advik Sekhon,27,Female,Tadipatri,Tamil Nadu,118641,72,1,2,0,4,"Cameras, Locks",2740.88,11,0,4,38,61,No
252480,Harrison Balasubramanian,74,Female,Katihar,Telangana,163780,49,3,0,0,2,"Alarms, Doorbells, Sensors",1966.82,31,3,2,25,91,Yes
115923,Yamini Nath,38,Other,Raichur,Tamil Nadu,59632,80,3,3,1,3,"Alarms, Locks",1721,11,10,5,5,80,No
361182,Nathaniel Nayar,64,Male,Anand,Haryana,67852,77,0,0,1,5,"Sensors, Doorbells",2122.21,42,4,0,5,94,No
995325,Pooja Brahmbhatt,44,Female,Bidar,West Bengal,29585,116,5,3,2,6,"Doorbells, Locks, Cameras",1289.53,15,5,1,20,43,No
818087,Rohan Dar,52,Other,Mirzapur,Sikkim,90259,41,4,3,0,4,"Sensors, Alarms, Cameras",741.73,7,7,4,4,79,Yes
333565,Zayyan Raj,61,Female,Bhatpara,West Bengal,177523,79,0,0,0,4,"Locks, Sensors, Cameras",4830.45,29,17,3,45,12,No
179007,Karan Yohannan,55,Male,Katni,Tamil Nadu,125658,75,5,2,0,6,Cameras,3843.59,45,17,5,4,3,No
709913,Aishani Nagy,57,Female,Bhiwani,Assam,150039,21,0,0,2,5,"Doorbells, Cameras",846.84,28,7,1,26,32,Yes
418406,Benjamin Bajaj,48,Female,Udaipur,Bihar,48620,39,2,3,0,5,"Alarms, Locks, Sensors",2112.08,50,16,4,33,87,Yes
595120,Sanaya Ravel,25,Male,Surat,Tamil Nadu,172161,43,1,0,0,4,"Locks, Alarms",3845.41,0,15,5,43,23,No
854350,Quincy Kari,19,Female,Moradabad,West Bengal,96145,32,0,3,0,10,"Locks, Alarms",3116.91,36,17,0,49,87,Yes
559448,Radhika Mahal,26,Female,Bhavnagar,Tripura,72093,67,3,1,1,2,"Cameras, Doorbells, Sensors",1734.88,45,2,4,2,10,Yes
231836,Girik Devan,19,Male,Aurangabad,Assam,152083,114,5,0,1,7,"Doorbells, Sensors",3517.88,9,10,0,16,96,No
562155,Chandran Mall,20,Female,Ahmednagar,Gujarat,103541,5,3,1,1,9,"Locks, Alarms, Sensors",1185.75,12,9,1,44,8,Yes
327183,Jalsa Madan,63,Other,Nagpur,Odisha,60562,115,4,1,1,10,"Cameras, Alarms",2168.65,17,17,0,12,53,No
754694,Falak Barad,24,Other,Miryalaguda,Jharkhand,65561,11,4,3,2,3,"Locks, Sensors",3497.86,39,5,2,18,66,Yes
601733,Kashvi Wagle,53,Female,Tenali,Nagaland,87678,87,3,3,0,6,"Locks, Doorbells",1221.65,44,20,5,41,32,No
619140,Wakeeta Trivedi,32,Other,Unnao,Andhra Pradesh,25223,114,5,0,1,4,Cameras,2847.93,5,15,4,47,24,No
947612,Oscar Jani,61,Male,Shimla,West Bengal,165171,30,1,0,1,5,Alarms,2424.48,48,0,2,1,71,Yes
251603,Omisha Hora,31,Female,Sambalpur,Punjab,29995,45,3,0,0,5,"Locks, Alarms",1822.8,40,0,2,41,12,No
340975,Jagvi Saran,69,Other,Gulbarga,Haryana,197048,82,5,0,1,8,"Doorbells, Cameras, Alarms",3019.66,23,0,1,48,72,No
415069,Ekiya Thaker,28,Other,Noida,Assam,63075,109,4,0,0,10,"Cameras, Locks",2224.8,4,19,5,33,9,No
725293,Henry Majumdar,36,Male,Bahraich,Maharashtra,121754,72,2,1,2,4,Sensors,1335.08,33,18,4,8,7,No
792408,Vyanjana Rana,22,Female,Chapra,Tripura,62812,41,4,0,1,9,"Alarms, Locks",2651.55,10,12,0,25,86,No
103219,Dominic Kari,47,Male,Bhiwani,Gujarat,84964,42,2,0,0,10,"Cameras, Alarms, Sensors",2115.67,49,11,1,12,71,Yes
287460,Hemani Dasgupta,68,Other,Bettiah,Goa,91647,107,0,3,2,2,Sensors,4896.77,16,0,2,25,39,No
807617,Raksha Shankar,34,Male,Amroha,Manipur,85567,87,0,3,2,10,"Doorbells, Sensors, Cameras",3935.3,5,4,3,9,30,No
457868,Viraj Krishnan,46,Other,Gulbarga,Telangana,194738,39,0,0,1,2,Locks,1469.73,12,7,4,16,29,Yes
737013,Chakrika Mohan,58,Male,Bihar Sharif,Goa,121739,11,4,0,0,4,Sensors,1670.34,4,16,0,46,8,Yes
799437,Tara Ghosh,69,Male,Mango,Gujarat,178074,35,0,1,2,9,"Doorbells, Locks, Cameras",2308.71,44,18,4,45,53,Yes
848590,Sanaya Balay,60,Other,Mango,Kerala,171328,64,5,3,2,8,Alarms,1473.05,11,13,2,0,4,No
551634,Januja Ratti,63,Other,Surendranagar Dudhrej,Telangana,167347,107,1,1,1,10,"Cameras, Alarms, Sensors",2836.64,5,9,0,14,11,No
148275,Warhi Rout,58,Male,Jabalpur,West Bengal,147877,11,3,0,1,5,Cameras,3726.5,0,18,1,1,15,Yes
762991,Amruta Ravi,72,Male,Nadiad,Karnataka,95344,12,4,1,0,6,"Doorbells, Sensors",3150.7,49,0,3,13,3,Yes
443375,Utkarsh Naik,70,Male,Bhimavaram,Assam,35232,104,4,1,2,10,"Locks, Alarms",2513.05,41,15,4,47,34,No
336781,Yash Swaminathan,22,Other,Belgaum,Arunachal Pradesh,40999,21,2,0,0,10,"Sensors, Locks, Alarms",3260.5,38,11,1,24,47,Yes
868491,Tanay Choudhury,61,Other,Jodhpur,Arunachal Pradesh,27639,34,5,2,1,4,Doorbells,3445.49,44,8,2,2,72,Yes
939381,Leela Barad,24,Other,Chennai,Kerala,87142,1,5,3,1,2,"Cameras, Sensors",2611.09,28,16,5,41,13,Yes
974697,Amaira Venkataraman,23,Other,Madhyamgram,Meghalaya,120807,31,0,2,2,5,"Sensors, Doorbells",2440.12,43,18,3,36,17,Yes
287390,Wyatt Bala,69,Female,Darbhanga,Uttar Pradesh,188484,94,0,0,1,9,"Locks, Alarms",4485.56,37,11,2,39,84,No
823545,Darsh Dugal,37,Male,Adoni,Jharkhand,49408,40,3,3,1,7,Cameras,3011.23,16,4,4,50,6,No
122335,Rishi Baral,58,Female,Rourkela,Assam,20853,108,5,3,1,9,"Alarms, Doorbells, Sensors",4326.21,37,10,5,35,9,No
204117,Faris Nagy,28,Female,Allahabad,Mizoram,191162,38,3,2,1,8,Alarms,688.27,29,3,4,27,66,Yes
544434,Jatin Palla,27,Male,Delhi,Kerala,86579,111,4,0,2,5,"Locks, Sensors, Doorbells",3652.23,16,0,1,7,72,No
394354,Dalaja Handa,22,Other,Rajpur Sonarpur,Assam,40386,87,5,1,0,5,Doorbells,4034.67,31,1,1,40,0,No
448543,Raghav More,37,Other,Ghaziabad,Nagaland,103172,98,5,3,2,1,"Cameras, Doorbells",3823.99,45,1,3,36,59,No
141686,Meera Dash,57,Other,Hajipur,Arunachal Pradesh,166148,64,0,1,0,5,"Alarms, Sensors",721.45,24,16,0,39,53,No
229366,Chaitanya Shan,54,Other,Kota,Haryana,164530,88,2,1,1,8,"Sensors, Locks",4573.2,45,2,1,34,62,No
689414,Gauri Kalita,72,Male,Kozhikode,Rajasthan,163850,98,5,3,0,2,"Sensors, Doorbells, Cameras",674.96,33,6,2,35,28,No
294742,Imaran Kota,31,Male,Thiruvananthapuram,Arunachal Pradesh,22644,8,1,0,0,7,"Sensors, Cameras",1464.16,2,6,0,27,7,Yes
587392,Hamsini Rattan,52,Other,Raichur,Nagaland,174397,95,0,1,2,7,"Locks, Alarms",3045.74,7,16,1,22,17,No
913947,Harshil Mohan,62,Male,Tadepalligudem,Maharashtra,141497,110,4,0,2,10,Alarms,1165.31,39,2,0,43,48,No
280115,Harini Toor,25,Female,Medininagar,Bihar,147852,26,3,0,1,8,"Doorbells, Alarms, Locks",2951.82,44,15,0,27,24,Yes
987726,Fariq Khalsa,75,Male,Bijapur,Nagaland,65685,30,5,2,1,2,"Alarms, Cameras",3860.58,7,17,1,9,36,Yes
981212,Chatura Kaur,46,Female,Raurkela Industrial Township,West Bengal,46428,56,3,3,0,8,Locks,1140.11,33,4,2,4,1,Yes
162216,Fariq Madan,24,Male,Gudivada,Haryana,23237,104,2,0,0,5,Locks,4578.13,48,18,5,28,10,No
568756,Upasna Narayanan,55,Male,Sagar,Maharashtra,143886,4,0,3,0,4,"Locks, Alarms, Doorbells",2488.26,33,8,0,46,15,Yes
894191,Qabil Bera,59,Male,Kota,Haryana,73922,20,4,1,1,1,"Cameras, Locks, Sensors",3367.43,7,5,1,0,30,Yes
893122,Priya Kalla,57,Male,Tiruvottiyur,Tripura,51607,116,0,3,1,3,"Sensors, Doorbells",1093.02,38,5,5,48,6,No
100104,Rajata Palla,57,Male,Panipat,Uttarakhand,111923,95,3,1,1,2,"Doorbells, Alarms",3108.94,46,12,5,40,39,No
968791,Qadim Kamdar,62,Female,Thanjavur,Maharashtra,31056,55,5,1,1,1,Sensors,2184.38,16,18,1,41,69,No
981517,Bhavika Goyal,29,Other,Guntur,Telangana,52490,42,1,3,1,7,"Doorbells, Locks, Cameras",3911.77,11,10,2,8,96,Yes
578218,Shivansh Joshi,38,Other,Karnal,Gujarat,60169,116,2,2,0,4,"Locks, Doorbells, Cameras",4587.18,20,6,0,30,48,No
255534,Laban Loyal,49,Other,Ranchi,Punjab,27544,15,4,0,2,5,"Cameras, Locks",1327.8,35,17,4,13,37,Yes
900221,Urvi Basak,43,Male,Thoothukudi,Odisha,46157,97,4,2,2,10,"Cameras, Locks, Alarms",1249.69,46,16,1,24,37,No
